0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
8452;8166;8160;7912;7842;7228;6878;5898;3824;2196;1112;4598;6394;7050;7956;8122;8724;8780;8874;8880;9052;0
15510;15500;14336;14306;13516;12788;11672;11132;9590;6900;3072;3068;9246;12282;13376;14502;14740;15420;15622;15738;15752;0
21410;21370;21320;19916;19812;18858;18018;16716;15848;13128;8010;334;8782;15816;18992;20516;22174;22556;23342;23566;23702;1
24080;24022;23960;22438;22344;21300;20378;18726;17500;13908;7534;2308;10982;18080;21380;23006;24782;25204;26014;26248;26390;0
26396;26390;26330;26266;24486;24366;23110;22038;20056;18622;14302;-6124;5220;14080;21386;25034;26706;28534;28956;29772;30006;1
15552;15468;15334;13646;13536;12736;12452;10328;8966;6524;1300;4560;8338;11282;13172;13762;14594;14692;15426;15598;15746;0
22196;22110;21976;20282;20156;19170;18556;15952;14064;10480;3260;5870;11636;15670;18058;19262;20410;20564;21874;22088;22236;1
25842;25636;25488;23772;23630;22568;21880;18964;15916;11780;4050;6648;13106;17460;20472;21944;23154;23714;25094;25314;25470;0
28006;27858;27554;27354;25534;24912;23578;22680;19558;16362;12120;-1992;9500;16264;20436;23810;25292;26770;27470;28938;29160;0
30460;30042;29854;29464;29264;27368;26528;25134;24154;20474;16602;-10188;2364;14436;20978;25436;28978;30538;32360;33084;34952;1
12756;12690;12356;12226;10672;10542;9926;9582;8054;6436;-2184;2560;6048;8902;11590;13430;14060;14860;15276;17040;17246;1
18736;18662;18296;17976;15520;15206;14382;13760;11218;9024;2928;3550;7982;11362;14508;17252;18736;19668;20400;22184;22398;0
20402;20328;19962;19640;17182;16798;15862;15110;12346;9958;-2712;4888;9770;13528;16806;19696;21290;22282;23294;25288;25504;0
22088;21788;21714;21348;21024;18544;18150;17010;16242;13176;10202;-1050;6612;11742;15704;19332;22452;23984;24970;25982;27996;0
16012;15774;15720;15446;15200;12838;12590;11706;11228;8338;5652;-434;3388;6980;11464;14516;16514;17182;18418;18820;20646;1
19938;19692;19638;19362;19090;16694;16354;15174;14316;10734;6036;1134;6378;10312;15434;18862;21522;22196;23530;23936;26050;1
23566;23508;23216;22934;20408;20022;18700;17712;13788;8542;596;7120;11926;17498;21026;23706;24370;25706;26178;28366;28620;0
25754;25698;25402;25104;22520;22034;20642;19478;15210;10000;1230;7656;12724;18542;22188;25166;25796;27196;27706;30096;30450;1
30728;30410;30104;27324;26820;25352;24002;19486;14472;5440;-5444;13486;19712;24054;27376;28206;29646;30162;32560;32914;33244;1
20628;20434;17896;17646;16628;16074;12694;10898;5784;1376;5540;11518;15764;18350;19210;20162;20614;22802;23224;23532;23690;0
26660;26344;26128;23532;23230;22078;21302;17486;15156;9660;4194;7658;14696;19870;23518;24718;26246;26760;28938;29364;29676;1
31922;31686;28622;27796;26244;25290;20878;18422;12454;6254;7330;14964;20438;24142;25730;27420;27938;30386;30812;31154;31320;0
35110;34786;34550;31278;30446;28950;27928;23380;20608;14246;7226;7336;18356;24206;28060;29830;31552;32074;34762;35680;36212;1
37822;37596;34326;33488;31968;30742;26080;23324;16538;8158;7516;19764;25848;30292;32208;34028;34588;37284;38212;38744;38910;0
14674;14608;14462;13536;12976;12230;11364;9464;8126;5770;-1276;3922;7710;9438;11526;12138;12562;12938;14768;14954;15386;0
20554;20440;20224;19226;18644;17096;15856;13268;11578;8156;1400;8342;13706;15792;18678;19422;19910;20286;22282;22490;22936;1
24018;23864;23626;22530;21946;20278;18936;15832;13760;9924;332;10570;16288;18820;21808;22604;23138;23576;25596;25848;26296;0
26974;26814;26576;25464;24840;23020;21642;18314;16212;12044;466;13128;18610;21394;24866;25798;26466;26812;28848;29106;29554;0
29544;29342;29062;27946;27318;25460;24034;20476;18124;12800;2636;16198;21896;25040;28514;29464;30140;30508;32970;33244;33692;1
19470;19248;18948;17816;17194;16006;15472;12314;10120;6636;2390;8538;11646;14008;16322;16928;17726;18082;20526;20812;21262;1
25220;24924;24540;23380;22642;21342;20150;15886;12902;8518;3370;11852;16464;19376;21932;22726;23570;23928;26450;26740;27190;0
28788;28440;28046;26576;25814;24412;23250;18914;15070;9908;4048;14000;18850;21978;24782;25644;26496;26856;29522;29830;30280;1
31158;30788;30382;28868;28106;26622;25386;20792;16862;10778;-3872;15298;20604;23988;27210;28112;28984;29340;32192;32498;32948;1
34422;34052;33646;32078;31264;29582;28258;23308;19388;13136;-2690;17222;23054;26804;30290;31252;32442;32804;36082;36388;36838;1
25352;24898;24490;22802;22126;20302;19726;16222;13678;9306;3314;6010;9908;12622;16770;17550;18868;19228;22502;22808;23258;0
32160;31706;31268;29576;28892;26758;25800;22062;18542;12978;3088;10746;16054;19306;23874;24878;26374;26768;30108;30414;30864;1
36248;35758;35314;33378;32690;30540;29572;25558;21890;15520;5648;11118;17690;21202;26322;27354;28884;29338;32722;33028;33484;0
36410;35928;35484;33522;32822;30594;29544;25528;21850;15596;4886;12306;18946;22552;27728;28924;30468;30922;34324;34630;35086;0
39746;39508;39026;38574;36546;35832;33552;32416;28130;24408;15874;558;18238;25472;29094;34712;36040;37656;38110;42168;42474;0
26820;26540;26040;25572;23364;22700;20692;19862;16202;13536;6132;2018;8662;13070;15692;20334;21244;22546;22926;27470;27800;0
32230;31950;31448;30966;28674;27684;25386;24478;20318;16282;7190;3496;11040;16452;19150;24118;25080;26426;26836;31490;31820;0
36200;35910;35394;34912;32528;31576;29312;28322;23840;19482;8312;4962;14788;20562;23514;28536;29494;30846;31270;35922;36252;0
39212;38922;38312;37786;35062;34084;31422;30176;25384;20444;-5730;7690;17406;23018;26034;31346;32306;33682;34122;39002;39332;0
42782;42736;42100;41810;41194;40664;37778;37064;33958;32370;26286;-15436;3010;16034;25322;31178;34246;39686;40646;44416;44860;0
22156;22002;21180;20848;20200;19744;16620;16342;14124;12868;-7626;-3172;3082;6854;10024;11874;13614;17304;17670;24540;24754;1
28188;27124;26756;26000;25072;20790;20432;17658;15972;7296;3046;11164;16270;20550;22786;24828;28018;28412;35418;35640;39742;0
30834;30672;29570;29200;28324;27306;23072;22548;19400;17188;6922;4406;12618;17860;22262;24808;26910;30284;30678;37740;37962;1
41102;39908;39514;38442;37164;31912;31080;26736;23482;10716;3542;15246;20896;25336;28220;30334;33692;34086;41206;41428;46184;0
23432;22186;21866;21004;20628;17576;17236;14936;13368;7926;-2320;3168;6214;9678;11800;13376;15934;16520;23650;23872;28408;0
29278;29228;27978;27618;26756;26380;22756;22254;19360;17458;-8088;3014;11348;16262;19924;22420;24170;26706;27304;34394;34600;1
35932;34636;34278;33264;32888;29178;28576;25514;22840;13096;-1494;13346;19500;23936;26712;28524;31092;31700;38774;38980;43568;0
40670;39352;38994;37900;37514;33612;32776;29000;25770;15852;-242;14162;21070;25934;28840;30772;33440;34048;41122;41328;45928;1
41146;40788;39712;39326;35306;34516;30660;27486;17554;2128;15182;22874;28050;31338;33722;36466;37076;44386;44592;49168;49440;0
25770;24816;24458;23776;23296;20454;19826;17016;14970;9686;-2988;5592;9984;14020;16824;18666;21460;21848;29144;29342;32640;1
32224;31270;30912;30128;29324;26332;25484;22090;19542;12770;2876;11578;17708;22372;25758;27644;30494;30930;38224;38458;41736;1
34862;34504;33734;32730;29356;28466;25030;22332;14892;5136;11724;20046;24860;28396;30342;33190;33626;40872;41106;44382;44704;0
39188;38236;37878;37100;36088;32700;31800;28534;25830;15350;5426;12922;21940;26960;30670;32620;35414;35848;43022;43252;46434;0
28504;27516;27142;26470;26090;23126;22532;20018;17970;9974;4962;4038;9132;13216;16356;18144;20784;21212;28134;28326;31412;0
33036;32028;31654;30896;30516;27504;26772;24094;21710;11854;-4640;9094;14388;18756;22502;24294;27138;27646;34470;34676;36362;1
34924;34052;33680;32910;32530;29524;28770;25918;23622;13626;5004;9578;15436;19776;23480;25408;28342;28850;35674;35876;37588;1
35836;34978;34606;33852;33490;30504;29746;26914;24674;14804;5882;9810;15762;19932;23446;25368;28342;28850;35674;35876;37588;0
10390;10220;10068;9924;9816;9512;8992;8018;7460;5508;-970;5716;7082;7806;8546;8734;9292;9310;9532;9562;9870;1
19868;19494;19318;19056;18808;18180;16814;14012;12896;9588;2688;9508;13702;15228;16776;17066;18192;18274;18562;18624;19008;1
24728;24482;24160;23888;23108;21704;18758;17522;13582;6202;-7964;15264;17310;19368;19768;21422;21520;21892;21954;22340;22442;1
28836;28542;28130;27824;27040;25634;22640;21330;17134;10336;-4748;16292;20474;23118;23630;25350;25450;25832;25910;26370;26472;0
30762;30454;30036;29708;28874;27446;24304;22946;18376;10890;-6220;19158;24040;30238;30974;32778;32956;33366;33444;33944;34046;1
17218;16750;16508;15920;14642;12048;11690;9228;6828;1122;5894;8902;14248;14804;16540;16688;16982;17060;17536;17638;17752;0
25198;24870;24384;24118;23516;22202;19508;18584;15546;12272;1444;10194;16406;23808;24908;26784;27034;27332;27410;27888;27990;1
30572;30080;29784;28954;27638;24854;23782;20432;16362;5078;-9476;18530;26210;27700;29776;30234;30622;30700;31194;31296;31424;0
37738;37242;36918;36072;34748;31556;30470;27064;22954;11392;9580;23340;32530;34754;37058;37580;38078;38156;38860;38962;39090;0
41386;40892;40568;39712;38388;35154;34076;30438;26152;14088;8644;25260;35266;37772;40862;41448;41950;42028;42786;42888;43024;1
21556;21026;20702;19906;18770;15584;15296;12472;10670;6998;2912;8454;13638;14600;17028;17420;17810;17888;18742;18856;18990;0
30134;29794;29252;28924;28038;26690;23018;22396;18262;15508;8376;10398;21974;31446;33000;36566;36986;37398;37476;38522;38640;1
33276;32936;32388;32076;31180;29822;25942;25282;20626;17636;9310;10646;23276;33366;35064;38754;39310;40036;40120;41272;41392;0
35556;35216;34664;34338;33430;32066;28122;27406;22434;19064;9924;11282;23902;34122;36010;39740;40306;41072;41156;42398;42520;0
37042;36702;36144;35818;34862;33494;29482;28754;23422;19944;8274;14646;26182;36330;38454;42418;43002;43820;43906;45414;45536;0
19642;19302;18734;18408;17452;16286;12380;11674;8112;5690;1766;9524;13178;16590;17350;20442;20816;21300;21390;22922;23046;1
29470;29090;28416;27230;25902;24612;20338;19268;13196;6940;9916;21524;26550;30282;31302;34710;35108;35642;35732;37348;37472;1
35104;34724;34050;32842;31400;30046;25622;24400;17706;11276;-7626;22080;27622;31534;32630;36154;36564;37222;37312;38950;39074;0
37654;37274;36592;35384;33874;32456;27910;26670;19782;13188;7752;23864;30760;34828;36024;39578;40040;40702;40792;42942;43066;1
39700;39300;38580;37350;35836;34360;29328;27974;20768;13784;-8334;24606;31476;35674;36914;41442;43108;43762;43852;46068;46194;1
24216;23836;23202;22832;21340;19978;15712;14810;10576;8358;632;7020;10364;13770;14524;18622;20296;20766;20864;22528;22660;0
32300;31514;30844;30458;28868;27418;22940;21228;16580;13720;3282;9760;15168;18764;19760;24150;25868;26358;26462;28204;28344;1
36590;36184;34454;32978;28566;26694;21016;18182;7898;-8176;18796;23324;24668;28540;30368;31022;31126;32878;33022;33240;33252;0
39106;38700;36924;35450;31146;29226;23418;20616;11668;-3850;19280;25062;26566;30634;32696;33372;33478;35368;35512;35730;35742;0
45538;44860;44456;42594;41118;36856;34712;28746;25734;16754;-392;21772;28626;30510;34778;36944;37624;37730;39634;39788;40000;1
20924;20634;20480;19250;18752;17322;16560;13820;12678;8836;2516;7974;11252;12426;15788;17430;17942;18018;19702;19858;19986;0
27974;27656;27332;26048;25416;23924;22710;19750;17660;12900;4212;12120;19820;21368;25350;27110;27680;27756;29694;29850;29980;1
32990;32630;32234;30722;30078;28568;27308;24318;22116;16942;5682;13278;22708;24490;28830;30822;31710;31786;33730;33976;34108;0
35436;35036;34622;33036;32366;30654;29362;26190;23784;18546;4956;17146;26942;29122;33428;35358;36308;36384;38320;38566;38702;0
39060;38636;38222;36570;35900;34054;32152;28778;25968;20366;-3238;20644;30714;33208;37674;39654;40604;40680;43220;43466;43602;1
22822;22386;22152;19344;18798;17028;15528;12622;11320;7384;-72;10036;12844;14126;17618;19472;20054;20130;22744;22990;23728;1
34180;33922;30838;30196;28470;26234;23102;21170;15886;5752;11374;19500;21796;26128;28216;28824;28898;31984;32234;32978;33010;0
40294;39810;39552;36166;35516;33804;31566;28030;26030;20388;8992;12848;23900;26418;30930;33066;33684;33758;36742;36994;37738;0
42992;42508;42248;38648;37974;36260;33756;29986;27716;21592;-8246;14662;26110;28868;33568;35552;36200;36274;38554;38806;39550;1
27786;27290;27030;23442;22874;21134;19916;16612;15222;10234;2514;7988;14198;15746;19500;21284;22058;22132;24368;24620;24764;1
41598;41106;40806;36868;35224;33054;31570;27400;25342;19252;8774;7296;22656;25614;30914;33094;34270;34476;36836;37088;37226;0
45536;45044;44746;40752;39008;36808;35242;30468;28238;21244;-8058;9382;25138;28280;33650;35984;37198;37464;39866;40118;40256;1
53346;49364;47598;45348;43800;37568;35324;28744;15774;-6200;27784;33088;39102;42120;43808;44144;46680;46974;47324;47356;47478;0
30796;27202;26644;24898;23744;18406;16992;12420;6782;-1468;10580;15506;23460;26040;27200;27350;29702;30058;30208;30250;30392;0
43218;42930;38486;37842;35146;33866;27248;25460;20172;11776;2894;15958;22298;30138;33690;36056;36300;38720;39076;39426;39468;1
45454;45166;40624;39956;37262;35916;29164;27192;21374;12522;3972;18910;25630;33798;37314;39728;39976;42528;42884;43234;43276;0
48314;47984;43428;42760;40046;38678;31852;29828;23356;13906;3142;20206;27448;35490;39026;42004;42270;44964;45320;45672;45714;1
49946;49616;45230;44542;41794;40440;33386;31302;24380;13956;-5098;23592;30676;38368;41954;45016;45286;48742;49098;49802;49844;0
22662;22542;19302;18906;17480;16900;14618;13664;10138;4522;2588;11168;13764;17970;20040;20748;20898;23876;24222;24372;24412;1
31564;31400;27660;27194;25548;24898;22016;20374;15964;9690;4252;16294;20940;25834;28212;29062;29314;32310;32656;32814;32854;0
35938;35774;31988;31462;29746;29056;25888;23786;18706;11226;4136;18560;23864;29296;31998;33398;33650;36716;37062;37220;37260;1
40516;40352;36572;36046;34320;33620;30438;27768;22568;13420;-4788;22654;28956;34164;36944;38502;38790;41856;42202;42360;42400;1
42538;42372;38578;38052;36238;35474;32262;29536;24224;14938;-3980;23766;30604;35872;38698;40626;40914;44008;44354;44508;44548;0
23468;23346;19640;19236;17682;17022;14772;13432;9722;5066;-1872;9184;13272;17382;19604;20660;20976;23856;24202;24364;24404;1
30364;26688;26160;24538;23828;21366;19814;15538;9950;296;13158;20594;25900;29008;30512;30862;33778;34124;34298;34338;34472;1
39310;35582;35042;33406;32640;30058;28344;23706;17794;6362;12852;23080;28960;32576;34554;34922;37964;38310;38484;38524;38658;0
45968;45698;41970;41430;39764;38788;35922;33926;29098;23014;8776;13054;25440;32014;35878;38704;39260;42412;42758;43082;43122;1
47054;46784;43336;42796;41092;40100;37154;35070;29724;23660;8298;17410;29454;35934;39806;42662;43242;46398;46746;47070;47110;1
27610;23982;23486;21642;20744;18094;16890;13048;9382;2420;8840;12646;17268;20060;21808;22382;25578;25926;26098;26136;26264;1
34604;31090;30436;28588;27690;24970;23644;19452;14010;5450;12578;20050;26250;29334;31840;32458;35944;36300;36472;36510;36638;0
39424;35910;35256;33406;32498;29680;28336;24002;18306;8716;14986;24674;31252;34794;37476;38162;41658;42014;42188;42226;42354;0
42588;42466;38932;38278;36432;35520;32428;30860;26036;19934;4854;27150;39608;46970;50572;53648;54398;57892;58246;58422;58460;0
44376;44254;40700;40046;38202;37264;34080;32470;27582;21128;-4106;25048;37034;44628;48458;51590;52332;55902;56454;56648;56786;0
27024;26902;23600;23204;21556;20650;17780;16490;11992;7614;1570;15834;21452;26742;29380;30972;31594;34678;35222;35412;35550;1
33200;33078;29758;28730;26838;25826;22768;21214;16056;10450;-5130;24126;32404;39136;42310;43954;44608;47642;48166;48356;48494;1
34048;33926;30606;29454;27506;26490;23428;21858;17024;11734;-5016;25560;33910;40816;44078;45784;46430;49444;49966;50156;50294;1
16006;15670;15634;15246;15168;14634;13924;12632;11146;5654;-4436;9722;11392;12072;12566;12766;13318;13370;13444;13446;13616;0
24658;24232;24194;23536;23412;22396;20774;18432;16536;9126;-5816;15100;19510;21000;21810;22216;22926;22978;23108;23226;23396;1
31068;30638;30572;29888;29728;28310;26356;23416;20730;12886;-5044;17336;23076;26148;27540;28458;29396;29460;29640;29760;29972;0
34138;33668;33574;32438;32256;30564;28238;24930;21890;14058;5862;20070;26124;29688;31446;32498;33572;33648;34202;34342;34690;1
39938;39844;38518;38334;36560;34304;30904;27972;19914;-1134;19704;27342;31168;34398;35668;36778;36906;37474;37626;38052;38094;0
20810;20322;20260;18942;18454;17228;15460;12712;11132;7942;2384;7554;12272;15324;18040;19094;20068;20212;20806;20958;21402;0
32960;32442;32380;31052;30504;29050;26958;23852;22054;17550;-3680;12974;19630;23456;26554;27628;28730;28892;29492;29672;30290;0
40714;40652;40124;39940;38606;37938;36158;33846;30228;25898;16262;3298;20426;27946;32302;35380;36518;37822;37984;38522;38704;0
43648;43586;42968;42742;41328;40574;38668;36116;31966;26266;13784;8172;25926;33086;37774;40862;42002;43320;43482;44052;44234;0
47210;47148;46506;46278;44852;44050;42070;39318;34698;28068;-8170;16396;34150;41080;45774;48854;50070;51600;51874;53072;53254;0
23448;22938;22838;22002;21620;20014;19672;18194;16348;12758;8298;-36;8572;13218;16758;19882;22316;23456;24510;24686;25762;0
30582;29984;29700;28772;28312;26500;26038;23964;21292;15292;-6232;6302;18236;23466;27764;30900;33416;34556;35672;35848;37060;1
34050;33450;33166;32238;31748;29928;29420;27054;24178;17434;6542;6974;19426;24868;29226;32566;35116;36280;37640;37818;39032;1
36342;35742;35458;34514;34022;32004;31320;28856;25932;19052;5600;10736;24466;30464;34860;38258;40818;41984;43354;43532;44746;0
39272;38672;38378;37410;36902;34820;33982;31378;27932;20710;-3752;13904;27030;32864;37252;40620;43212;44378;45832;46010;47228;1
23144;22612;22496;21732;21486;19860;19470;17312;15068;10532;-2576;5050;12530;16610;19592;22746;25298;26428;27680;27858;28636;1
30304;29752;29340;27974;27718;26038;25516;22614;19790;14122;-1316;10526;19380;24104;27992;31148;33698;34826;36118;36300;37086;1
35504;35070;33704;33366;31668;30856;27646;24670;18368;3812;11172;22170;27388;31718;34876;37428;38574;39908;40090;40880;41140;1
38400;37966;36586;36234;34564;33706;30468;27392;21208;6108;12274;25394;31412;35940;39122;41816;42968;44318;44512;45330;45648;1
40110;39676;38294;37942;36274;35410;32060;28764;23058;9226;15480;29584;35822;40426;43634;46342;47494;48892;49086;49904;50222;1
29374;28856;27766;27560;26038;25602;22926;20864;16486;8162;-2222;10996;17836;21206;24354;27034;28216;29622;29820;30658;30976;1
38882;38198;37108;36846;35228;34662;31450;29112;24536;15406;112;15896;24190;27832;31400;34238;35390;36862;37062;38314;38632;0
42452;41752;40418;39878;38226;37658;34512;32084;27322;17232;574;20344;28884;33096;36938;39714;40916;42416;42616;43870;44188;1
43502;42126;41544;39898;39322;36242;33310;28054;19054;638;21000;30494;34918;38796;41602;42840;44348;44554;45820;46138;49924;0
47030;46238;44774;44152;42484;41872;38732;35730;30120;21112;1954;21512;31680;36392;40312;43184;44442;46058;46268;47550;47868;0
17252;17080;16200;16086;14604;14306;12540;11064;8402;6310;418;7678;11744;13302;14526;15436;16136;17214;17354;18220;18534;0
24378;24204;23312;22940;21494;21172;19224;17674;14316;11010;1184;11648;20448;23316;25096;26142;27128;28206;28346;29212;29526;1
26494;25594;25208;23754;23418;21116;19488;16222;12712;1534;12616;21922;25120;26966;28322;29368;30470;30612;31484;31798;35398;1
30464;29542;29126;27654;27302;24902;23224;19918;16956;6050;13162;26258;30096;32326;33830;34882;35998;36148;37036;37350;40960;1
33564;32644;32224;30762;30396;27998;26298;22872;19766;8384;-12714;28540;32698;34996;36574;37710;38838;38988;39882;40196;43808;0
20026;19222;19154;17642;17278;15334;13878;10860;9146;4276;-2988;11490;14544;16374;18032;19158;20320;20470;21364;21678;25290;0
29722;28868;28788;27266;26900;24704;23170;19820;17638;11150;2556;15072;20288;23060;24890;26020;27204;27354;28248;28562;32174;1
35410;35316;33776;33082;30638;29050;25660;23202;15830;666;15694;23032;26446;28706;29860;31070;31222;32118;32432;36040;36078;1
44826;44732;43160;42436;40002;38426;35044;32510;24526;8738;15344;28332;32822;35518;36766;38066;38244;39194;39508;43116;43154;0
48740;47772;47638;46030;45240;42756;41124;37676;34904;26802;9244;17410;30718;35550;38842;40308;41614;41792;42742;43056;46662;1
26500;26340;24886;24466;22438;20912;17686;15716;9452;1310;11048;17728;20586;23200;24358;25568;25750;26650;26964;30570;30608;0
37960;37780;36686;36420;34814;34362;31964;29980;26530;24348;15640;-2798;18382;28744;33262;37256;38848;40352;40606;41534;41850;1
42248;41162;40892;39254;38782;36332;34262;30096;26456;16144;400;22876;33708;38380;42488;44166;46014;46328;47352;47668;51278;0
44604;44404;43094;42622;40982;40488;37980;35856;31482;26670;-12350;6834;28670;39242;44038;48138;49844;51742;52056;53080;53398;1
45626;45426;44116;43632;41994;41480;38928;36536;31738;26436;11178;8944;28728;39198;44098;48158;49874;51784;52104;53130;53450;1
26524;26324;25028;24644;23172;22680;20466;18736;14526;11442;3268;6648;13974;18758;21764;24494;25678;27202;27524;28668;28988;0
35766;35502;34158;33674;32184;31614;29278;27368;22570;18342;-5638;10568;19278;24990;28432;31262;32500;34024;34346;35526;35846;1
37720;37454;35892;35362;33842;33222;30718;28580;23206;18144;5260;12412;21390;27090;31004;33818;35042;36580;36898;38074;38394;1
39730;39444;37742;37170;35624;34926;32154;29946;24512;19244;6402;12656;22174;27554;31528;34376;35596;37140;37460;38654;38966;1
42426;42060;40146;39496;37880;37134;34360;32030;26760;21166;7162;14862;24488;29814;34192;37308;38604;40238;40578;41922;42234;1
18110;16940;16656;15176;14658;12822;10906;8672;6374;1030;-5228;9428;12180;13832;15926;16826;18306;18656;19742;20054;23700;1
28088;27780;26280;25084;23170;21138;18316;15478;8648;-4492;15878;20332;22190;24702;25696;27756;28210;29412;29724;33394;33434;1
31914;31602;29980;28732;26652;24764;21798;18928;11986;-1932;15884;22204;24536;28136;29578;31706;32166;33420;33732;37404;37444;1
35420;35106;33484;32214;30090;28208;25192;22278;15416;798;-14772;23612;26192;30716;32206;34310;34774;36118;36430;39874;39914;0
41082;39464;39120;37426;35956;33652;31796;28730;25792;18958;2810;15150;25580;28812;33752;35354;37556;38096;39460;39772;43214;0
25110;23664;23542;22040;20826;19000;17244;14568;12162;6628;-806;9060;13502;15716;19384;20822;22918;23372;24626;24938;28376;0
31822;30374;30252;28750;27488;25584;23722;20800;18316;11798;98;12678;18458;21152;25488;26982;29104;29558;30792;31104;34544;1
34812;34688;33162;31894;29806;27944;24164;21512;14794;1094;15098;21044;23934;28378;29912;32106;32560;33794;34106;37488;37528;1
38256;38134;36582;35304;33192;31058;27092;24442;17314;4022;14420;21004;24280;28726;30284;32510;32964;34208;34520;37902;37942;0
39206;37644;37464;35866;34528;32264;30096;26078;23346;16462;3314;14442;23432;27254;31876;33482;35798;36294;37578;37890;41270;1
22844;22664;21174;19958;17480;15726;12550;10046;4860;-48;7806;13148;16418;20846;22358;24430;24908;26040;26352;29932;29972;0
29852;29634;28102;26826;24072;22272;18802;16272;10268;2334;11130;17616;21120;26186;28002;30116;30592;31770;32038;35640;35680;1
32874;32656;31098;29842;27074;25276;21798;19334;13136;4488;10976;19508;23500;28730;30616;32894;33380;34558;34786;38382;38422;0
39044;37148;36920;35294;33838;30976;29154;25622;23100;16774;4744;12692;22034;26508;32122;34048;36306;36792;37970;38198;41776;0
42046;40054;39832;38134;36658;33770;31982;28454;25958;17082;-3642;14274;23526;28096;34026;35950;38190;38656;39906;40134;43702;0
34118;33996;32106;31946;30068;28708;25544;23700;20154;17882;-5242;4428;11994;17386;20250;24252;25558;27740;28152;29714;29940;0
39268;39146;37256;37094;35148;33642;29440;27232;22712;19350;20;12600;20962;26906;29950;33806;35114;37296;37708;39270;39488;1
43226;43104;41154;40982;39026;37542;32822;30434;25272;21640;526;14412;22994;28778;31780;35500;36808;39018;39430;40952;41134;1
48428;46314;46142;44138;42648;37646;35286;29936;26528;6422;11686;23092;29130;32184;35838;37166;39436;39848;41370;41532;44854;0
48412;48274;46064;45884;43824;42336;37286;34910;29258;25670;4550;14074;25136;31366;34416;37988;39318;41590;42002;43544;43706;0
32784;32644;30440;30308;28530;27516;24450;22676;17736;14868;-1056;8042;15144;20336;22518;25708;26988;29040;29454;30832;30994;1
35952;35612;33170;33020;31148;30094;26946;24990;19326;16162;688;13398;22408;27940;30444;33820;35118;37156;37572;38956;39114;0
38300;37962;35582;35318;33334;32186;28934;27048;20888;17508;-1196;15190;24320;29782;32136;35742;37050;39076;39526;41004;41182;0
39248;38152;37814;35520;35264;33312;32036;28746;26808;21188;16390;3870;20196;29112;34660;36992;40646;41912;43946;44396;45874;1
17220;16978;16598;16262;15732;15364;13606;11410;9762;7610;2082;8816;11748;12482;14240;14584;15400;16814;17438;17718;17722;1
24922;24662;24200;23802;23184;22484;19562;16934;13930;9720;4826;15200;19598;20648;22556;23212;24302;25922;26566;26846;26870;0
28790;28530;28014;27612;26962;26256;23210;20516;17196;12042;8376;21144;26078;27356;29320;30212;31356;33058;33702;34022;34050;0
29768;29486;28878;28444;27666;26938;23810;21042;17396;11392;11196;23844;29070;30674;32768;33682;34880;36614;37258;37576;37604;1
31372;31020;30302;29870;29034;28302;25016;22260;18292;12070;11616;24180;29486;31386;33590;34586;35794;37900;38602;38920;38948;1
20254;19966;19470;19232;18638;18246;15366;13600;10322;7208;4116;10482;12970;14484;16712;17922;19022;21176;21880;22208;22254;0
27552;27242;26558;26282;25554;25116;22006;19826;16592;12132;9666;21064;24278;26148;28446;29864;30968;33146;33852;34224;34270;0
32192;31930;31614;30892;30616;29894;29358;25938;23490;20162;13930;11936;23752;27340;29280;31698;33138;34294;36472;37178;37566;1
33648;33384;33068;32260;31972;31220;30600;26844;24376;20868;12978;14952;26588;30316;32442;35000;36470;37626;39818;40524;40918;0
34940;34676;34320;33460;33152;32344;31536;27372;24710;20960;12096;16322;27758;31584;33816;36484;38008;39164;41360;42056;42454;0
24138;23706;23404;22648;22398;21744;20852;17132;14860;12462;-6040;4772;11072;13392;15456;18020;19550;20674;22688;23332;23810;1
30270;29698;29320;28472;28156;27298;26270;21624;18794;13966;3264;14436;22064;24526;27132;29734;31248;32368;34372;35016;35494;1
34446;34066;33182;32834;31972;30812;25920;22808;17770;6444;17830;26622;29314;32436;35490;37030;38152;40160;40804;41282;41328;0
35958;35578;34694;34334;33462;32276;27294;24040;18722;7960;19034;29136;32400;35566;38924;40512;41670;43700;44352;44834;44880;1
38610;38226;37324;36782;35822;34618;29410;25938;20560;9990;18384;29766;33218;36516;40002;41616;42792;44814;45466;45948;45994;1
26296;25990;25166;24698;23870;23068;18302;15340;12056;7558;-4748;13376;16514;19742;23510;25076;26250;28122;28778;29336;29382;1
36026;35198;34728;33902;33008;28042;24938;21054;16400;1278;16258;21262;24996;29592;31234;32516;34604;35260;36016;36064;36972;1
41020;40226;39742;38928;38006;32970;29702;25696;20806;5484;-15404;23052;27046;32038;33848;35198;37316;38016;38772;38820;39734;1
44392;43578;43094;42276;41342;36528;33130;29158;24718;9578;-13824;23896;27996;33130;35514;36924;39050;39752;40538;40586;41510;0
46436;45500;45014;44192;43232;38388;34982;30960;26454;11704;12856;25448;29968;35216;38216;39656;41784;42500;43286;43334;44298;1
22086;21544;21406;21066;20404;16860;14376;11910;10480;5842;-4210;10804;14196;17176;19722;20810;22216;22922;23468;23512;24452;1
30990;30852;30510;29840;26206;23446;20634;18608;13472;808;-12018;18226;21928;25458;27074;28730;29450;30094;30142;31082;31094;1
